trial,num_pubs,num_subs,brake_limit,sub_id,sub_lat,sub_lon,optimal_pub_id,optimal_dist,received_pub_id,received_dist,stretch,recall,num_received
0,100,1000,4,0,62.9269,124.506,80,9.95505,80,9.95505,1,1,6
0,100,1000,4,1,-62.5476,159.979,88,6.64041,88,6.64041,1,1,6
0,100,1000,4,2,0.125473,52.7951,56,10.8757,56,10.8757,1,1,8
0,100,1000,4,3,72.7774,43.3494,43,6.37266,43,6.37266,1,1,8
0,100,1000,4,4,20.0535,-71.8794,91,17.6197,91,17.6197,1,1,8
0,100,1000,4,5,53.4475,-75.7333,48,4.33507,48,4.33507,1,1,6
0,100,1000,4,6,53.7604,1.68779,40,6.84467,40,6.84467,1,1,5
0,100,1000,4,7,17.9674,148.965,3,18.0828,3,18.0828,1,1,3
0,100,1000,4,8,-26.3282,-150.943,6,18.3986,6,18.3986,1,1,4
0,100,1000,4,9,31.506,-69.0508,91,5.92016,91,5.92016,1,1,4
0,100,1000,4,10,-74.1682,-31.2636,0,11.3322,0,11.3322,1,1,1
0,100,1000,4,11,-68.3466,136.586,92,4.05855,92,4.05855,1,1,5
0,100,1000,4,12,5.48862,-78.6323,47,26.1882,47,26.1882,1,1,7
0,100,1000,4,13,20.5237,43.0693,76,3.36721,76,3.36721,1,1,7
0,100,1000,4,14,-43.8054,29.5798,37,7.02841,37,7.02841,1,1,4
0,100,1000,4,15,-78.0407,-141.757,0,13.9175,0,13.9175,1,1,1
0,100,1000,4,16,-12.9572,-101.177,70,14.4005,70,14.4005,1,1,7
0,100,1000,4,17,-80.889,154.337,98,7.82924,98,7.82924,1,1,5
0,100,1000,4,18,65.8092,163.777,16,8.74737,16,8.74737,1,1,4
0,100,1000,4,19,8.84301,-8.27457,67,8.95633,67,8.95633,1,1,4
0,100,1000,4,20,-44.0513,-55.419,68,12.5364,68,12.5364,1,1,4
0,100,1000,4,21,47.996,-160.582,96,15.2676,96,15.2676,1,1,8
0,100,1000,4,22,63.1344,-48.0732,20,11.5457,20,11.5457,1,1,4
0,100,1000,4,23,84.1916,-106.387,10,2.55829,10,2.55829,1,1,3
0,100,1000,4,24,-9.50831,51.3952,56,1.43518,56,1.43518,1,1,8
0,100,1000,4,25,2.28083,12.647,41,8.60582,41,8.60582,1,1,4
0,100,1000,4,26,-79.9342,47.8683,69,1.13922,69,1.13922,1,1,4
0,100,1000,4,27,-15.3837,31.1089,41,17.0087,41,17.0087,1,1,6
0,100,1000,4,28,74.618,-169.72,94,7.35375,94,7.35375,1,1,6
0,100,1000,4,29,-52.9109,-118.375,32,6.10081,32,6.10081,1,1,4
0,100,1000,4,30,19.9299,-81.9033,38,16.9745,38,16.9745,1,1,6
0,100,1000,4,31,-40.0659,-166.054,4,5.86933,4,5.86933,1,1,3
0,100,1000,4,32,-1.53992,-61.9098,47,10.2833,47,10.2833,1,1,5
0,100,1000,4,33,84.1411,-51.4614,63,0.600372,63,0.600372,1,1,4
0,100,1000,4,34,-39.0664,5.96826,39,23.2726,39,23.2726,1,1,5
0,100,1000,4,35,60.132,13.7646,14,11.2856,14,11.2856,1,1,4
0,100,1000,4,36,65.2746,36.2562,43,9.09,43,9.09,1,1,6
0,100,1000,4,37,16.5914,76.8181,9,11.5508,9,11.5508,1,1,5
0,100,1000,4,38,84.0915,21.5661,19,3.18114,19,3.18114,1,1,4
0,100,1000,4,39,75.2153,-30.8336,20,6.24645,20,6.24645,1,1,5
0,100,1000,4,40,-53.5194,-25.0077,65,11.9941,65,11.9941,1,1,4
0,100,1000,4,41,80.9067,-86.9071,63,5.41223,63,5.41223,1,1,4
0,100,1000,4,42,-78.5697,-48.954,0,5.7168,0,5.7168,1,1,1
0,100,1000,4,43,62.1009,172.097,16,12.4757,16,12.4757,1,1,4
0,100,1000,4,44,-19.337,-161.62,4,18.3689,4,18.3689,1,1,3
0,100,1000,4,45,-63.1391,-178.814,55,21.8404,55,21.8404,1,1,3
0,100,1000,4,46,-31.7617,-26.41,68,13.4629,68,13.4629,1,1,7
0,100,1000,4,47,-82.4342,113.397,74,6.24498,74,6.24498,1,1,5
0,100,1000,4,48,45.8401,-176.586,96,26.2446,96,26.2446,1,1,9
0,100,1000,4,49,-59.0323,-166.453,55,17.2257,55,17.2257,1,1,4
0,100,1000,4,50,4.691,-177.8,62,8.62376,62,8.62376,1,1,4
0,100,1000,4,51,13.656,-40.0687,22,16.4855,22,16.4855,1,1,3
0,100,1000,4,52,19.2278,-119.505,38,18.5415,38,18.5415,1,1,8
0,100,1000,4,53,-71.6253,26.6386,8,4.36693,8,4.36693,1,1,3
0,100,1000,4,54,41.0304,-172.82,96,26.6056,96,26.6056,1,1,9
0,100,1000,4,55,87.9025,155.022,23,4.0877,23,4.0877,1,1,6
0,100,1000,4,56,-8.91389,157.618,60,8.14555,60,8.14555,1,1,5
0,100,1000,4,57,-55.9425,5.03284,39,10.1572,39,10.1572,1,1,3
0,100,1000,4,58,-35.6678,-167.683,4,2.7165,4,2.7165,1,1,3
0,100,1000,4,59,-1.43524,69.9904,56,20.0216,56,20.0216,1,1,6
0,100,1000,4,60,-74.6516,50.8514,86,2.19182,86,2.19182,1,1,5
0,100,1000,4,61,35.5882,-32.8266,1,4.23045,1,4.23045,1,1,2
0,100,1000,4,62,-77.7793,86.3078,50,0.662531,50,0.662531,1,1,4
0,100,1000,4,63,-49.7149,116.122,15,9.34542,15,9.34542,1,1,5
0,100,1000,4,64,44.8608,-37.4944,33,11.3571,33,11.3571,1,1,3
0,100,1000,4,65,64.8345,-80.8964,48,9.03374,48,9.03374,1,1,5
0,100,1000,4,66,-17.6474,-23.019,73,12.3583,73,12.3583,1,1,5
0,100,1000,4,67,29.5174,-176.839,62,23.6143,62,23.6143,1,1,7
0,100,1000,4,68,18.7379,95.7842,9,10.6371,9,10.6371,1,1,4
0,100,1000,4,69,14.8997,-60.4633,47,14.5231,47,14.5231,1,1,5
0,100,1000,4,70,51.4821,25.6043,14,3.31199,14,3.31199,1,1,5
0,100,1000,4,71,-42.7206,-94.8636,21,3.83814,21,3.83814,1,1,3
0,100,1000,4,72,1.61134,-17.3261,73,8.93814,73,8.93814,1,1,6
0,100,1000,4,73,45.0846,111.887,95,2.24805,95,2.24805,1,1,6
0,100,1000,4,74,-2.50463,-92.7013,38,25.6684,38,25.6684,1,1,6
0,100,1000,4,75,0.938698,25.6875,41,6.95958,41,6.95958,1,1,5
0,100,1000,4,76,69.075,-106.946,51,3.46901,51,3.46901,1,1,5
0,100,1000,4,77,86.4304,162.592,35,5.52578,35,5.52578,1,1,8
0,100,1000,4,78,79.6808,-106.569,52,6.46754,52,6.46754,1,1,4
0,100,1000,4,79,49.3566,69.0831,57,15.784,57,15.784,1,1,7
0,100,1000,4,80,17.9683,48.3823,76,8.27994,76,8.27994,1,1,9
0,100,1000,4,81,84.0934,-179.358,94,2.30334,94,2.30334,1,1,5
0,100,1000,4,82,-77.3184,47.2216,69,1.99127,69,1.99127,1,1,4
0,100,1000,4,83,-88.0988,62.8391,74,8.45284,74,8.45284,1,1,3
0,100,1000,4,84,-18.4971,33.6019,56,19.5625,56,19.5625,1,1,7
0,100,1000,4,85,-88.8121,-114.03,0,5.86772,0,5.86772,1,1,1
0,100,1000,4,86,-60.3969,-83.0652,2,8.42452,2,8.42452,1,1,2
0,100,1000,4,87,-14.4468,62.4289,56,10.6908,56,10.6908,1,1,5
0,100,1000,4,88,39.8043,-118.724,96,18.2809,96,18.2809,1,1,7
0,100,1000,4,89,-2.84203,-105.401,66,17.4118,66,17.4118,1,1,8
0,100,1000,4,90,-15.7129,176.193,54,14.0034,54,14.0034,1,1,6
0,100,1000,4,91,50.1434,-73.2756,48,6.98089,48,6.98089,1,1,5
0,100,1000,4,92,-55.3765,93.1477,97,7.22934,97,7.22934,1,1,4
0,100,1000,4,93,-45.342,-131.391,17,3.90597,17,3.90597,1,1,4
0,100,1000,4,94,83.2894,-171.971,94,1.64464,94,1.64464,1,1,5
0,100,1000,4,95,58.8459,22.5153,14,6.98719,14,6.98719,1,1,4
0,100,1000,4,96,28.2057,105.879,95,15.576,95,15.576,1,1,5
0,100,1000,4,97,11.5785,81.7747,9,5.68436,9,5.68436,1,1,5
0,100,1000,4,98,-13.4499,26.9595,41,12.9815,41,12.9815,1,1,6
0,100,1000,4,99,-17.6931,116.106,84,19.1252,84,19.1252,1,1,4
0,100,1000,4,100,-59.7193,-33.0103,65,16.1892,65,16.1892,1,1,3
