seed,trial,trial_seed,num_pubs,num_subs,brake_limit,encrypted,sub_id,sub_lat,sub_lon,optimal_pub_id,optimal_dist,received_pub_id,received_dist,stretch,recall,num_received,latency_ms,latency_per_pub_ms
42,0,42,10,1000,4,0,0,86.7168,-101.214,1,63.6232,1,63.6232,1,1,2,112.112,99.8424
42,0,42,10,1000,4,0,1,-8.20873,6.71545,1,54.2738,1,54.2738,1,1,2,112.113,99.8437
42,0,42,10,1000,4,0,2,13.2915,19.8832,1,48.5146,1,48.5146,1,1,2,112.114,99.8445
42,0,42,10,1000,4,0,3,41.1383,46.3946,9,47.2368,9,47.2368,1,1,3,112.999,13.5541
42,0,42,10,1000,4,0,4,53.3031,30.1377,1,45.9897,1,45.9897,1,1,2,112.115,99.8459
42,0,42,10,1000,4,0,5,-40.542,118.655,5,25.3886,5,25.3886,1,1,3,113,55.8049
42,0,42,10,1000,4,0,6,74.4624,167.545,3,55.2627,3,55.2627,1,1,3,113.001,80.1346
42,0,42,10,1000,4,0,7,-44.6247,-136.82,6,12.6427,6,12.6427,1,1,4,113.632,45.2106
42,0,42,10,1000,4,0,8,-51.2045,139.912,7,29.7058,7,29.7058,1,1,4,113.634,34.9283
42,0,42,10,1000,4,0,9,87.0422,6.18704,1,55.3077,1,55.3077,1,1,2,112.118,99.8489
42,0,42,10,1000,4,0,10,74.4421,-54.5183,1,43.0174,1,43.0174,1,1,2,112.119,99.8495
42,0,42,10,1000,4,0,11,-39.1379,-96.6861,2,14.5086,2,14.5086,1,1,2,112.119,89.5349
42,0,42,10,1000,4,0,12,-2.82805,-39.8475,1,38.8805,1,38.8805,1,1,2,112.12,99.8507
42,0,42,10,1000,4,0,13,88.5778,23.7459,1,59.6157,1,59.6157,1,1,2,112.121,99.8514
42,0,42,10,1000,4,0,14,79.2484,20.4303,1,52.1558,1,52.1558,1,1,2,112.121,99.852
42,0,42,10,1000,4,0,15,-34.3383,151.93,5,50.1833,5,50.1833,1,1,3,113.003,55.8075
42,0,42,10,1000,4,0,16,49.6081,94.9059,3,38.0901,3,38.0901,1,1,3,113.003,80.1368
42,0,42,10,1000,4,0,17,-10.6771,-54.2007,1,51.8334,1,51.8334,1,1,2,112.124,99.8547
42,0,42,10,1000,4,0,18,-32.6055,-119.078,6,10.151,6,10.151,1,1,3,113.004,44.5823
42,0,42,10,1000,4,0,19,86.097,-138.605,1,75.5449,1,75.5449,1,1,2,112.125,99.856
42,0,42,10,1000,4,0,20,45.5301,-88.8902,1,48.0966,1,48.0966,1,1,2,112.126,99.8567
42,0,42,10,1000,4,0,21,80.0252,59.985,1,66.0299,1,66.0299,1,1,2,112.127,99.8574
42,0,42,10,1000,4,0,22,-50.6727,-109.199,2,12.1101,2,12.1101,1,1,2,112.127,89.5429
42,0,42,10,1000,4,0,23,51.5826,-23.7544,1,17.5334,1,17.5334,1,1,2,112.128,99.8585
42,0,42,10,1000,4,0,24,-74.6437,97.2496,7,3.98853,7,3.98853,1,1,2,112.129,33.4228
42,0,42,10,1000,4,0,25,81.2163,179.597,3,63.7995,3,63.7995,1,1,3,113.004,80.1381
42,0,42,10,1000,4,0,26,-68.6344,-95.8432,2,16.0226,2,16.0226,1,1,2,112.13,89.5454
42,0,42,10,1000,4,0,27,-48.5447,37.0752,8,28.1695,8,28.1695,1,1,4,113.635,24.6093
